rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,period
r,0.05009261217173844,5788.575949171844,1.010101010098455,Other Western,domestic_active,1601.2173913043478,late
I0,122.0833333334869,5787.997091577073,0.9999999999999988,Other Western,domestic_active,1601.2173913043478,late
p_D,0.03837140514226634,5753.848921197259,0.4041176673394928,Other Western,domestic_active,1601.2173913043478,late
h_D,0.09197919522391995,5748.3733431053315,0.30856934923658785,Other Western,domestic_active,1601.2173913043478,late
beta,0.0448420057578561,5741.2356603676835,0.18401746279014533,Other Western,domestic_active,1601.2173913043478,late
h_A,0.18272523920350447,5733.44672683309,0.04810131173700158,Other Western,domestic_active,1601.2173913043478,late
p_A,0.07265344393239699,5733.133644998009,0.042638063424524565,Other Western,domestic_active,1601.2173913043478,late
alpha,0.059267388687978546,5722.629827105809,-0.14065256204175255,Other Western,domestic_active,1601.2173913043478,late
d,0.036244832720914506,5572.118480623383,-2.767061275488948,Other Western,domestic_active,1601.2173913043478,late
r,0.05009261217173844,2461.7701686939286,1.010101010098462,Other Western,domestic_PIs,372.0,late
I0,122.0833333334869,2461.523991677121,0.9999999999999938,Other Western,domestic_PIs,372.0,late
p_D,0.03837140514226634,2456.8503944054264,0.8082353346799735,Other Western,domestic_PIs,372.0,late
h_D,0.09197919522391995,2447.7707141568926,0.4356825144748379,Other Western,domestic_PIs,372.0,late
beta,0.0448420057578561,2441.813002096116,0.1912287044884316,Other Western,domestic_PIs,372.0,late
p_A,0.07265344393239699,2439.230776236323,0.08527612684915471,Other Western,domestic_PIs,372.0,late
h_A,0.18272523920350447,2439.162886318262,0.08249050227374488,Other Western,domestic_PIs,372.0,late
alpha,0.059267388687978546,2436.4621694506445,-0.028323938110197216,Other Western,domestic_PIs,372.0,late
d,0.036244832720914506,2352.51133565452,-3.472951836143211,Other Western,domestic_PIs,372.0,late
r,0.03134145800754595,364636.9482700119,1.0101010100970882,Sinic,domestic_active,3129.4270557029176,late
I0,5630.083333344164,364600.4845751991,0.9999999999999994,Sinic,domestic_active,3129.4270557029176,late
h_D,0.060052562317839536,362133.21797135007,0.31652881021513257,Sinic,domestic_active,3129.4270557029176,late
p_D,0.06055431084882512,362034.820648458,0.2892712227117022,Sinic,domestic_active,3129.4270557029176,late
beta,0.05629192543739181,361356.37228719756,0.10133048377621039,Sinic,domestic_active,3129.4270557029176,late
h_A,0.1342105107523186,361110.20360931254,0.03313793462105499,Sinic,domestic_active,3129.4270557029176,late
p_A,0.0721040429072237,361051.0071256318,0.016739588747430232,Sinic,domestic_active,3129.4270557029176,late
alpha,0.025617380437910325,360722.19777931203,-0.07434570977319217,Sinic,domestic_active,3129.4270557029176,late
d,0.028689516919377094,351557.9130480846,-2.6129949903203418,Sinic,domestic_active,3129.4270557029176,late
r,0.03134145800754595,181451.44557641444,1.0101010100971002,Sinic,domestic_PIs,658.0,late
I0,5630.083333344164,181433.30043186384,1.000000000000013,Sinic,domestic_PIs,658.0,late
p_D,0.06055431084882512,180676.20701484827,0.5785424454245298,Sinic,domestic_PIs,658.0,late
h_D,0.060052562317839536,180600.00152009403,0.5361204922777886,Sinic,domestic_PIs,658.0,late
beta,0.05629192543739181,179808.73571982078,0.09563990995155303,Sinic,domestic_PIs,658.0,late
h_A,0.1342105107523186,179744.34471812283,0.059794829935851716,Sinic,domestic_PIs,658.0,late
p_A,0.0721040429072237,179697.07208767356,0.03347917749492002,Sinic,domestic_PIs,658.0,late
alpha,0.025617380437910325,179627.43263246107,-0.005287603243339725,Sinic,domestic_PIs,658.0,late
d,0.028689516919377094,173866.70339116218,-3.2121611594552104,Sinic,domestic_PIs,658.0,late
r,0.046024994402387165,171502.54520062526,1.0101010101003214,United States,domestic_active,1844.0637813211845,late
I0,3510.250000001136,171485.39494610636,0.9999999999999962,United States,domestic_active,1844.0637813211845,late
p_D,0.04721664739331095,170449.56288494094,0.3899244993395079,United States,domestic_active,1844.0637813211845,late
h_D,0.10015275720659468,170401.12962883207,0.36139869474528635,United States,domestic_active,1844.0637813211845,late
beta,0.026511173372317332,170029.54728771636,0.1425473082206076,United States,domestic_active,1844.0637813211845,late
h_A,0.14152289295111337,169830.4285859011,0.02527207968198345,United States,domestic_active,1844.0637813211845,late
p_A,0.07033224261047769,169819.7342163378,0.01897340144041268,United States,domestic_active,1844.0637813211845,late
alpha,0.039882843067571914,169473.73263152095,-0.18481165021068335,United States,domestic_active,1844.0637813211845,late
d,0.03579667001093551,165240.30591183953,-2.678179081426618,United States,domestic_active,1844.0637813211845,late
r,0.046024994402387165,77038.72899378331,1.0101010101003354,United States,domestic_PIs,356.0,late
I0,3510.250000001136,77031.02512088444,0.9999999999999919,United States,domestic_PIs,356.0,late
p_D,0.04721664739331095,76863.11960293273,0.7798489986792835,United States,domestic_PIs,356.0,late
h_D,0.10015275720659468,76681.19057187586,0.5413109277149227,United States,domestic_PIs,356.0,late
beta,0.026511173372317332,76391.68888642247,0.16172789367238377,United States,domestic_PIs,356.0,late
h_A,0.14152289295111337,76301.93188254164,0.04404209917934929,United States,domestic_PIs,356.0,late
p_A,0.07033224261047769,76297.28310113281,0.037946802880809385,United States,domestic_PIs,356.0,late
alpha,0.039882843067571914,76174.4201956102,-0.12314612608267572,United States,domestic_PIs,356.0,late
d,0.03579667001093551,73715.9226672426,-3.3466297805642156,United States,domestic_PIs,356.0,late
