focal,phi,exogenous_share,host_recruits,gamma,group,collapse_year
United States,0.0,fitted,False,0.0,Other Civilizations,
United States,0.0,fitted,False,0.0,Other Western,
United States,0.0,fitted,False,0.0,Sinic,
United States,0.0,fitted,False,0.0,United States,
United States,0.5,fitted,False,0.0,Anglosphere ex-US,
United States,0.5,fitted,False,0.0,Continental Europe,
United States,0.5,fitted,False,0.0,Hindu,
United States,0.5,fitted,False,0.0,Islamic,
United States,0.5,fitted,False,0.0,Japanese,
United States,0.5,fitted,False,0.0,Other Civilizations,
United States,0.5,fitted,False,0.0,Other Western,
United States,0.5,fitted,False,0.0,Sinic,
United States,0.5,fitted,False,0.0,United States,
United States,1.0,fitted,False,0.0,Anglosphere ex-US,
United States,1.0,fitted,False,0.0,Continental Europe,
United States,1.0,fitted,False,0.0,Hindu,
United States,1.0,fitted,False,0.0,Islamic,
United States,1.0,fitted,False,0.0,Japanese,
United States,1.0,fitted,False,0.0,Other Civilizations,
United States,1.0,fitted,False,0.0,Other Western,
United States,1.0,fitted,False,0.0,Sinic,
United States,1.0,fitted,False,0.0,United States,
United States,2.0,fitted,False,0.0,Anglosphere ex-US,
United States,2.0,fitted,False,0.0,Continental Europe,
United States,2.0,fitted,False,0.0,Hindu,
United States,2.0,fitted,False,0.0,Islamic,
United States,2.0,fitted,False,0.0,Japanese,
United States,2.0,fitted,False,0.0,Other Civilizations,
United States,2.0,fitted,False,0.0,Other Western,
United States,2.0,fitted,False,0.0,Sinic,
United States,2.0,fitted,False,0.0,United States,
United States,4.0,fitted,False,0.0,Anglosphere ex-US,
United States,4.0,fitted,False,0.0,Continental Europe,
United States,4.0,fitted,False,0.0,Hindu,
United States,4.0,fitted,False,0.0,Islamic,
United States,4.0,fitted,False,0.0,Japanese,
United States,4.0,fitted,False,0.0,Other Civilizations,
United States,4.0,fitted,False,0.0,Other Western,
United States,4.0,fitted,False,0.0,Sinic,
United States,4.0,fitted,False,0.0,United States,
United States,8.0,fitted,False,0.0,Anglosphere ex-US,
United States,8.0,fitted,False,0.0,Continental Europe,
United States,8.0,fitted,False,0.0,Hindu,
United States,8.0,fitted,False,0.0,Islamic,
United States,8.0,fitted,False,0.0,Japanese,
United States,8.0,fitted,False,0.0,Other Civilizations,
United States,8.0,fitted,False,0.0,Other Western,53.291342162985764
United States,8.0,fitted,False,0.0,Sinic,
United States,8.0,fitted,False,0.0,United States,
United States,0.0,fitted,False,1.0,Anglosphere ex-US,
United States,0.0,fitted,False,1.0,Continental Europe,
United States,0.0,fitted,False,1.0,Hindu,
United States,0.0,fitted,False,1.0,Islamic,
United States,0.0,fitted,False,1.0,Japanese,
United States,0.0,fitted,False,1.0,Other Civilizations,
United States,0.0,fitted,False,1.0,Other Western,
United States,0.0,fitted,False,1.0,Sinic,
United States,0.0,fitted,False,1.0,United States,
United States,0.5,fitted,False,1.0,Anglosphere ex-US,
United States,0.5,fitted,False,1.0,Continental Europe,
United States,0.5,fitted,False,1.0,Hindu,
United States,0.5,fitted,False,1.0,Islamic,
United States,0.5,fitted,False,1.0,Japanese,
United States,0.5,fitted,False,1.0,Other Civilizations,
United States,0.5,fitted,False,1.0,Other Western,
United States,0.5,fitted,False,1.0,Sinic,
United States,0.5,fitted,False,1.0,United States,
United States,1.0,fitted,False,1.0,Anglosphere ex-US,
United States,1.0,fitted,False,1.0,Continental Europe,
United States,1.0,fitted,False,1.0,Hindu,
United States,1.0,fitted,False,1.0,Islamic,
United States,1.0,fitted,False,1.0,Japanese,
United States,1.0,fitted,False,1.0,Other Civilizations,
United States,1.0,fitted,False,1.0,Other Western,
United States,1.0,fitted,False,1.0,Sinic,
United States,1.0,fitted,False,1.0,United States,
United States,2.0,fitted,False,1.0,Anglosphere ex-US,
United States,2.0,fitted,False,1.0,Continental Europe,
United States,2.0,fitted,False,1.0,Hindu,
United States,2.0,fitted,False,1.0,Islamic,
United States,2.0,fitted,False,1.0,Japanese,
United States,2.0,fitted,False,1.0,Other Civilizations,
United States,2.0,fitted,False,1.0,Other Western,
United States,2.0,fitted,False,1.0,Sinic,
United States,2.0,fitted,False,1.0,United States,
United States,4.0,fitted,False,1.0,Anglosphere ex-US,
United States,4.0,fitted,False,1.0,Continental Europe,
United States,4.0,fitted,False,1.0,Hindu,
United States,4.0,fitted,False,1.0,Islamic,
United States,4.0,fitted,False,1.0,Japanese,
United States,4.0,fitted,False,1.0,Other Civilizations,
United States,4.0,fitted,False,1.0,Other Western,
United States,4.0,fitted,False,1.0,Sinic,
United States,4.0,fitted,False,1.0,United States,
United States,8.0,fitted,False,1.0,Anglosphere ex-US,
United States,8.0,fitted,False,1.0,Continental Europe,
United States,8.0,fitted,False,1.0,Hindu,
United States,8.0,fitted,False,1.0,Islamic,
United States,8.0,fitted,False,1.0,Japanese,
United States,8.0,fitted,False,1.0,Other Civilizations,
United States,8.0,fitted,False,1.0,Other Western,51.427424950294174
United States,8.0,fitted,False,1.0,Sinic,
United States,8.0,fitted,False,1.0,United States,
United States,0.0,fitted,False,2.0,Anglosphere ex-US,
United States,0.0,fitted,False,2.0,Continental Europe,
United States,0.0,fitted,False,2.0,Hindu,
United States,0.0,fitted,False,2.0,Islamic,
United States,0.0,fitted,False,2.0,Japanese,
United States,0.0,fitted,False,2.0,Other Civilizations,
United States,0.0,fitted,False,2.0,Other Western,
United States,0.0,fitted,False,2.0,Sinic,
United States,0.0,fitted,False,2.0,United States,
United States,0.5,fitted,False,2.0,Anglosphere ex-US,
United States,0.5,fitted,False,2.0,Continental Europe,
United States,0.5,fitted,False,2.0,Hindu,
United States,0.5,fitted,False,2.0,Islamic,
United States,0.5,fitted,False,2.0,Japanese,
United States,0.5,fitted,False,2.0,Other Civilizations,
United States,0.5,fitted,False,2.0,Other Western,
United States,0.5,fitted,False,2.0,Sinic,
United States,0.5,fitted,False,2.0,United States,
United States,1.0,fitted,False,2.0,Anglosphere ex-US,
United States,1.0,fitted,False,2.0,Continental Europe,
United States,1.0,fitted,False,2.0,Hindu,
United States,1.0,fitted,False,2.0,Islamic,
United States,1.0,fitted,False,2.0,Japanese,
United States,1.0,fitted,False,2.0,Other Civilizations,
United States,1.0,fitted,False,2.0,Other Western,
United States,1.0,fitted,False,2.0,Sinic,
United States,1.0,fitted,False,2.0,United States,
United States,2.0,fitted,False,2.0,Anglosphere ex-US,
United States,2.0,fitted,False,2.0,Continental Europe,
United States,2.0,fitted,False,2.0,Hindu,
United States,2.0,fitted,False,2.0,Islamic,
United States,2.0,fitted,False,2.0,Japanese,
United States,2.0,fitted,False,2.0,Other Civilizations,
United States,2.0,fitted,False,2.0,Other Western,
United States,2.0,fitted,False,2.0,Sinic,
United States,2.0,fitted,False,2.0,United States,
United States,4.0,fitted,False,2.0,Anglosphere ex-US,
United States,4.0,fitted,False,2.0,Continental Europe,
United States,4.0,fitted,False,2.0,Hindu,
United States,4.0,fitted,False,2.0,Islamic,
United States,4.0,fitted,False,2.0,Japanese,
United States,4.0,fitted,False,2.0,Other Civilizations,
United States,4.0,fitted,False,2.0,Other Western,
United States,4.0,fitted,False,2.0,Sinic,
United States,4.0,fitted,False,2.0,United States,
United States,8.0,fitted,False,2.0,Anglosphere ex-US,
United States,8.0,fitted,False,2.0,Continental Europe,
United States,8.0,fitted,False,2.0,Hindu,
United States,8.0,fitted,False,2.0,Islamic,
United States,8.0,fitted,False,2.0,Japanese,
United States,8.0,fitted,False,2.0,Other Civilizations,
United States,8.0,fitted,False,2.0,Other Western,49.888934543464664
United States,8.0,fitted,False,2.0,Sinic,
United States,8.0,fitted,False,2.0,United States,
United States,0.0,0.25,False,0.0,Anglosphere ex-US,
United States,0.0,0.25,False,0.0,Continental Europe,
United States,0.0,0.25,False,0.0,Hindu,
United States,0.0,0.25,False,0.0,Islamic,
United States,0.0,0.25,False,0.0,Japanese,
United States,0.0,0.25,False,0.0,Other Civilizations,
United States,0.0,0.25,False,0.0,Other Western,
United States,0.0,0.25,False,0.0,Sinic,
United States,0.0,0.25,False,0.0,United States,
United States,0.5,0.25,False,0.0,Anglosphere ex-US,
United States,0.5,0.25,False,0.0,Continental Europe,
United States,0.5,0.25,False,0.0,Hindu,
United States,0.5,0.25,False,0.0,Islamic,
United States,0.5,0.25,False,0.0,Japanese,
United States,0.5,0.25,False,0.0,Other Civilizations,
United States,0.5,0.25,False,0.0,Other Western,
United States,0.5,0.25,False,0.0,Sinic,
United States,0.5,0.25,False,0.0,United States,
United States,1.0,0.25,False,0.0,Anglosphere ex-US,
United States,1.0,0.25,False,0.0,Continental Europe,
United States,1.0,0.25,False,0.0,Hindu,
United States,1.0,0.25,False,0.0,Islamic,
United States,1.0,0.25,False,0.0,Japanese,
United States,1.0,0.25,False,0.0,Other Civilizations,
United States,1.0,0.25,False,0.0,Other Western,
United States,1.0,0.25,False,0.0,Sinic,
United States,1.0,0.25,False,0.0,United States,
United States,2.0,0.25,False,0.0,Anglosphere ex-US,
United States,2.0,0.25,False,0.0,Continental Europe,
United States,2.0,0.25,False,0.0,Hindu,
United States,2.0,0.25,False,0.0,Islamic,
United States,2.0,0.25,False,0.0,Japanese,
United States,2.0,0.25,False,0.0,Other Civilizations,
United States,2.0,0.25,False,0.0,Other Western,
United States,2.0,0.25,False,0.0,Sinic,
United States,2.0,0.25,False,0.0,United States,
United States,4.0,0.25,False,0.0,Anglosphere ex-US,
United States,4.0,0.25,False,0.0,Continental Europe,
United States,4.0,0.25,False,0.0,Hindu,
United States,4.0,0.25,False,0.0,Islamic,
United States,4.0,0.25,False,0.0,Japanese,
United States,4.0,0.25,False,0.0,Other Civilizations,
United States,4.0,0.25,False,0.0,Other Western,
United States,4.0,0.25,False,0.0,Sinic,
United States,4.0,0.25,False,0.0,United States,
United States,8.0,0.25,False,0.0,Anglosphere ex-US,
United States,8.0,0.25,False,0.0,Continental Europe,
United States,8.0,0.25,False,0.0,Hindu,
United States,8.0,0.25,False,0.0,Islamic,
United States,8.0,0.25,False,0.0,Japanese,
United States,8.0,0.25,False,0.0,Other Civilizations,
United States,8.0,0.25,False,0.0,Other Western,46.95467540449059
United States,8.0,0.25,False,0.0,Sinic,
United States,8.0,0.25,False,0.0,United States,
