origin_group,year,compartment,count_proj,count_obs,error,ape
United States,2017,D,18519.1878202223,14610,3909.1878202223015,0.2675510108974267
United States,2018,D,19232.258159953442,11951,7281.258159953442,0.6092083467163188
United States,2019,D,19841.95462301108,9619,10222.95462301108,1.0626771957391974
United States,2020,D,20360.37100445815,7404,12956.37100445815,1.7496787311894868
United States,2021,D,20798.16034533621,6787,14011.160345336211,2.064107298959371
United States,2022,D,21164.716088175017,6011,15153.716088175017,2.520578191645878
United States,2023,D,21468.329227589755,5293,16175.329227589755,3.055407863163913
United States,2017,H_A,2049.0567961955703,2267,-217.9432038044297,0.09609488703899016
United States,2018,H_A,1908.2201189132188,2185,-276.7798810867812,0.12661476719431894
United States,2019,H_A,1795.3778716948884,2031,-235.62212830511157,0.11595577180369664
United States,2020,H_A,1705.0274305531416,2044,-338.9725694468584,0.1657567576757254
United States,2021,H_A,1632.9007037891715,1059,573.9007037891715,0.5414157582916712
United States,2022,H_A,1575.6832474064709,983,592.6832474064709,0.6023203733805598
United States,2023,H_A,1527.6201229202634,840,687.6201229202634,0.8176220248754618
United States,2017,H_D,15219.435478436912,12740,2479.4354784369116,0.19460289446957943
United States,2018,H_D,16139.21695410308,11190,4949.21695410308,0.4422497501655866
United States,2019,H_D,17056.965649539692,9239,7817.965649539692,0.8461001785216117
United States,2020,H_D,17980.194777247307,7285,10695.194777247307,1.4679103454909836
United States,2021,H_D,18916.434881920566,7533,11383.434881920566,1.5109417151474072
United States,2022,H_D,19873.35316171905,6998,12875.35316171905,1.839598965812123
United States,2023,H_D,20858.871865444686,6499,14359.871865444686,2.2092110562222596
United States,2017,P_A,10698.267872073426,11608,-909.7321279265743,0.0783643834892389
United States,2018,P_A,9967.84786042047,11645,-1677.1521395795298,0.14401100288335306
United States,2019,P_A,9268.565707270833,11568,-2299.4342927291673,0.19875825851233186
United States,2020,P_A,8601.88345823036,12287,-3685.1165417696393,0.2998955519018261
United States,2021,P_A,7968.274221558457,7224,744.2742215584567,0.10301373308767567
United States,2022,P_A,7367.4987620095035,7463,-95.50123799049652,0.012794913985865021
United States,2023,P_A,6801.992437553788,7587,-785.0075624462124,0.10345381687483031
United States,2017,P_D,37587.59028035089,34934,2653.590280350887,0.07595792987980211
United States,2018,P_D,38795.94787414312,33630,5165.947874143123,0.15360672814198575
United States,2019,P_D,39807.68173081641,31942,7865.68173081641,0.2462411711741668
United States,2020,P_D,40622.86977280832,28825,11797.86977280832,0.4092787682234206
United States,2021,P_D,41241.81237270017,35745,5496.812372700173,0.1537741949504888
United States,2022,P_D,41664.812294107505,36976,4688.812294107505,0.12680348038260283
United States,2023,P_D,41891.97291189978,38289,3602.9729118997784,0.09409696818751054
