origin_group,year,compartment,count
Other Western,2004,H_D,212
Other Western,2004,P_A,245
Other Western,2004,P_D,564
Other Western,2005,A,35
Other Western,2005,D,370
Other Western,2005,H_A,57
Other Western,2005,H_D,230
Other Western,2005,P_A,285
Other Western,2005,P_D,605
Other Western,2006,A,46
Other Western,2006,D,395
Other Western,2006,H_A,60
Other Western,2006,H_D,257
Other Western,2006,P_A,340
Other Western,2006,P_D,648
Other Western,2007,A,43
Other Western,2007,D,408
Other Western,2007,H_A,70
Other Western,2007,H_D,288
Other Western,2007,P_A,386
Other Western,2007,P_D,685
Other Western,2008,A,54
Other Western,2008,D,414
Other Western,2008,H_A,78
Other Western,2008,H_D,309
Other Western,2008,P_A,410
Other Western,2008,P_D,756
Other Western,2009,A,47
Other Western,2009,D,414
Other Western,2009,H_A,89
Other Western,2009,H_D,328
Other Western,2009,P_A,443
Other Western,2009,P_D,791
Other Western,2010,A,48
Other Western,2010,D,457
Other Western,2010,H_A,95
Other Western,2010,H_D,339
Other Western,2010,P_A,480
Other Western,2010,P_D,835
Other Western,2011,A,52
Other Western,2011,D,471
Other Western,2011,H_A,105
Other Western,2011,H_D,358
Other Western,2011,P_A,521
Other Western,2011,P_D,881
Other Western,2012,A,52
Other Western,2012,D,495
Other Western,2012,H_A,106
Other Western,2012,H_D,389
Other Western,2012,P_A,543
Other Western,2012,P_D,921
Other Western,2013,A,54
Other Western,2013,D,522
Other Western,2013,H_A,118
Other Western,2013,H_D,399
Other Western,2013,P_A,564
Other Western,2013,P_D,937
Other Western,2014,A,59
Other Western,2014,D,544
Other Western,2014,H_A,125
Other Western,2014,H_D,423
Other Western,2014,P_A,592
Other Western,2014,P_D,967
Other Western,2015,A,60
Other Western,2015,D,549
Other Western,2015,H_A,141
Other Western,2015,H_D,446
Other Western,2015,P_A,593
Other Western,2015,P_D,981
Other Western,2016,A,57
Other Western,2016,D,553
Other Western,2016,H_A,141
Other Western,2016,H_D,454
Other Western,2016,P_A,597
Other Western,2016,P_D,998
Other Western,2017,A,48
Other Western,2017,D,454
Other Western,2017,H_A,135
Other Western,2017,H_D,401
Other Western,2017,P_A,627
Other Western,2017,P_D,905
Other Western,2018,A,43
Other Western,2018,D,360
Other Western,2018,H_A,124
Other Western,2018,H_D,348
Other Western,2018,P_A,634
Other Western,2018,P_D,869
Other Western,2019,A,34
Other Western,2019,D,276
Other Western,2019,H_A,124
Other Western,2019,H_D,282
Other Western,2019,P_A,634
Other Western,2019,P_D,831
Other Western,2020,A,34
Other Western,2020,D,213
Other Western,2020,H_A,117
Other Western,2020,H_D,215
Other Western,2020,P_A,668
Other Western,2020,P_D,734
Other Western,2021,A,17
Other Western,2021,D,196
Other Western,2021,H_A,51
Other Western,2021,H_D,245
Other Western,2021,P_A,354
Other Western,2021,P_D,1118
Other Western,2022,A,16
Other Western,2022,D,184
Other Western,2022,H_A,39
Other Western,2022,H_D,223
Other Western,2022,P_A,365
Other Western,2022,P_D,1154
Other Western,2023,A,14
Other Western,2023,D,164
Other Western,2023,H_A,32
Other Western,2023,H_D,210
Other Western,2023,P_A,239
Other Western,2023,P_D,1322
Sinic,2000,A,87
Sinic,2000,D,1489
Sinic,2000,H_A,28
Sinic,2000,H_D,398
Sinic,2000,P_A,121
Sinic,2000,P_D,2022
Sinic,2001,A,150
Sinic,2001,D,2628
Sinic,2001,H_A,54
Sinic,2001,H_D,660
Sinic,2001,P_A,284
Sinic,2001,P_D,4147
Sinic,2002,A,259
Sinic,2002,D,5778
Sinic,2002,H_A,125
Sinic,2002,H_D,921
Sinic,2002,P_A,727
Sinic,2002,P_D,8104
Sinic,2003,A,367
Sinic,2003,D,7415
Sinic,2003,H_A,186
Sinic,2003,H_D,1298
Sinic,2003,P_A,1133
Sinic,2003,P_D,11723
Sinic,2004,A,458
Sinic,2004,D,9661
Sinic,2004,H_A,257
Sinic,2004,H_D,1772
Sinic,2004,P_A,1577
Sinic,2004,P_D,17413
Sinic,2005,A,576
Sinic,2005,D,12578
Sinic,2005,H_A,300
Sinic,2005,H_D,2326
Sinic,2005,P_A,2251
Sinic,2005,P_D,24898
Sinic,2006,A,706
Sinic,2006,D,15681
Sinic,2006,H_A,369
Sinic,2006,H_D,2850
Sinic,2006,P_A,3102
Sinic,2006,P_D,33130
Sinic,2007,A,845
Sinic,2007,D,17911
Sinic,2007,H_A,502
Sinic,2007,H_D,3538
Sinic,2007,P_A,3910
Sinic,2007,P_D,41318
Sinic,2008,A,992
Sinic,2008,D,20844
Sinic,2008,H_A,650
Sinic,2008,H_D,4391
Sinic,2008,P_A,4840
Sinic,2008,P_D,49275
Sinic,2009,A,1063
Sinic,2009,D,23930
Sinic,2009,H_A,767
Sinic,2009,H_D,5034
Sinic,2009,P_A,5692
Sinic,2009,P_D,56371
Sinic,2010,A,1131
Sinic,2010,D,26883
Sinic,2010,H_A,901
Sinic,2010,H_D,5706
Sinic,2010,P_A,6612
Sinic,2010,P_D,62412
Sinic,2011,A,1229
Sinic,2011,D,28551
Sinic,2011,H_A,1005
Sinic,2011,H_D,6368
Sinic,2011,P_A,7400
Sinic,2011,P_D,65773
Sinic,2012,A,1363
Sinic,2012,D,30358
Sinic,2012,H_A,1143
Sinic,2012,H_D,7034
Sinic,2012,P_A,8114
Sinic,2012,P_D,67241
Sinic,2013,A,1493
Sinic,2013,D,31833
Sinic,2013,H_A,1335
Sinic,2013,H_D,8067
Sinic,2013,P_A,8758
Sinic,2013,P_D,68249
Sinic,2014,A,1659
Sinic,2014,D,33312
Sinic,2014,H_A,1518
Sinic,2014,H_D,9100
Sinic,2014,P_A,9491
Sinic,2014,P_D,68926
Sinic,2015,A,1718
Sinic,2015,D,34060
Sinic,2015,H_A,1735
Sinic,2015,H_D,10387
Sinic,2015,P_A,9983
Sinic,2015,P_D,68756
Sinic,2016,A,1796
Sinic,2016,D,34914
Sinic,2016,H_A,2026
Sinic,2016,H_D,12237
Sinic,2016,P_A,10441
Sinic,2016,P_D,68935
Sinic,2017,A,1705
Sinic,2017,D,30739
Sinic,2017,H_A,2187
Sinic,2017,H_D,11400
Sinic,2017,P_A,10852
Sinic,2017,P_D,67425
Sinic,2018,A,1597
Sinic,2018,D,26801
Sinic,2018,H_A,2285
Sinic,2018,H_D,10415
Sinic,2018,P_A,11173
Sinic,2018,P_D,66005
Sinic,2019,A,1439
Sinic,2019,D,22872
Sinic,2019,H_A,2278
Sinic,2019,H_D,9353
Sinic,2019,P_A,11365
Sinic,2019,P_D,64427
Sinic,2020,A,1342
Sinic,2020,D,18882
Sinic,2020,H_A,2332
Sinic,2020,H_D,8037
Sinic,2020,P_A,12077
Sinic,2020,P_D,61003
Sinic,2021,A,365
Sinic,2021,D,17581
Sinic,2021,H_A,845
Sinic,2021,H_D,8990
Sinic,2021,P_A,2741
Sinic,2021,P_D,73151
Sinic,2022,A,328
Sinic,2022,D,15476
Sinic,2022,H_A,790
Sinic,2022,H_D,8364
Sinic,2022,P_A,2857
Sinic,2022,P_D,75858
Sinic,2023,A,275
Sinic,2023,D,13406
Sinic,2023,H_A,704
Sinic,2023,H_D,7766
Sinic,2023,P_A,2838
Sinic,2023,P_D,78684
United States,2000,A,184
United States,2000,D,3198
United States,2000,H_A,164
United States,2000,H_D,2212
United States,2000,P_A,406
United States,2000,P_D,5387
United States,2001,A,291
United States,2001,D,4932
United States,2001,H_A,266
United States,2001,H_D,3601
United States,2001,P_A,872
United States,2001,P_D,9247
United States,2002,A,487
United States,2002,D,8911
United States,2002,H_A,393
United States,2002,H_D,5039
United States,2002,P_A,1894
United States,2002,P_D,16283
United States,2003,A,583
United States,2003,D,10260
United States,2003,H_A,529
United States,2003,H_D,5952
United States,2003,P_A,2635
United States,2003,P_D,19234
United States,2004,A,673
United States,2004,D,11319
United States,2004,H_A,650
United States,2004,H_D,6828
United States,2004,P_A,3455
United States,2004,P_D,21180
United States,2005,A,791
United States,2005,D,12382
United States,2005,H_A,841
United States,2005,H_D,7684
United States,2005,P_A,4512
United States,2005,P_D,24084
United States,2006,A,933
United States,2006,D,13218
United States,2006,H_A,981
United States,2006,H_D,8291
United States,2006,P_A,5554
United States,2006,P_D,25909
United States,2007,A,1018
United States,2007,D,13726
United States,2007,H_A,1101
United States,2007,H_D,8993
United States,2007,P_A,6543
United States,2007,P_D,27577
United States,2008,A,1091
United States,2008,D,13993
United States,2008,H_A,1241
United States,2008,H_D,9678
United States,2008,P_A,7510
United States,2008,P_D,29051
United States,2009,A,1182
United States,2009,D,14590
United States,2009,H_A,1313
United States,2009,H_D,10217
United States,2009,P_A,8278
United States,2009,P_D,30443
United States,2010,A,1256
United States,2010,D,15076
United States,2010,H_A,1466
United States,2010,H_D,10602
United States,2010,P_A,8955
United States,2010,P_D,31816
United States,2011,A,1284
United States,2011,D,15633
United States,2011,H_A,1585
United States,2011,H_D,11030
United States,2011,P_A,9544
United States,2011,P_D,33073
United States,2012,A,1359
United States,2012,D,15966
United States,2012,H_A,1655
United States,2012,H_D,11473
United States,2012,P_A,10118
United States,2012,P_D,33808
United States,2013,A,1437
United States,2013,D,16218
United States,2013,H_A,1774
United States,2013,H_D,12048
United States,2013,P_A,10565
United States,2013,P_D,34685
United States,2014,A,1504
United States,2014,D,16881
United States,2014,H_A,1912
United States,2014,H_D,12619
United States,2014,P_A,10944
United States,2014,P_D,35280
United States,2015,A,1530
United States,2015,D,17460
United States,2015,H_A,2035
United States,2015,H_D,13191
United States,2015,P_A,11246
United States,2015,P_D,35872
United States,2016,A,1554
United States,2016,D,17689
United States,2016,H_A,2225
United States,2016,H_D,14290
United States,2016,P_A,11457
United States,2016,P_D,36183
United States,2017,A,1434
United States,2017,D,14610
United States,2017,H_A,2267
United States,2017,H_D,12740
United States,2017,P_A,11608
United States,2017,P_D,34934
United States,2018,A,1298
United States,2018,D,11951
United States,2018,H_A,2185
United States,2018,H_D,11190
United States,2018,P_A,11645
United States,2018,P_D,33630
United States,2019,A,1148
United States,2019,D,9619
United States,2019,H_A,2031
United States,2019,H_D,9239
United States,2019,P_A,11568
United States,2019,P_D,31942
United States,2020,A,1124
United States,2020,D,7404
United States,2020,H_A,2044
United States,2020,H_D,7285
United States,2020,P_A,12287
United States,2020,P_D,28825
United States,2021,A,621
United States,2021,D,6787
United States,2021,H_A,1059
United States,2021,H_D,7533
United States,2021,P_A,7224
United States,2021,P_D,35745
United States,2022,A,538
United States,2022,D,6011
United States,2022,H_A,983
United States,2022,H_D,6998
United States,2022,P_A,7463
United States,2022,P_D,36976
United States,2023,A,461
United States,2023,D,5293
United States,2023,H_A,840
United States,2023,H_D,6499
United States,2023,P_A,7587
United States,2023,P_D,38289
